Company Name,Website,City,Basket Type,Segment,What They Make,Revenue Band,Decision Maker,DM Title,DM Background,C1 Manufacturer Score,C1 Evidence,C2 India Score,C2 Evidence,C3 Differentiation Score,C3 Evidence,C4 Tech DM Score,C4 Evidence,C5 Tailwind Score,C5 Evidence,C6 Growth Score,C6 Evidence,Federer Score,Score Band,Verdict,Verdict Reasoning,Personalization Hook,Overall Notes,Evidence Sources
V-Guard Industries Hyderabad,https://www.vguard.in,Hyderabad,Basket D,Consumer Electronics,Consumer electricals and electronics,1000Cr+,Mithun Chittilappilly,MD,Business background family,Weak,Consumer electronics not relevant,Moderate,India HQ Kerala primarily,Weak,Consumer electronics outside ICP,Weak,Consumer electronics background,Weak,Consumer electronics tailwind,Moderate,Moderate growth,8,D-Band,REJECT,Consumer electronics outside ICP,Consumer electronics outside ICP,Not relevant,V-Guard website NSE
Technocraft Industries Hyderabad,https://www.technocraftgroup.com,Hyderabad,Basket D,Industrial,Scaffolding and industrial products,500Cr+,Sharad Kumar Saraf,CMD,Industrial background,Weak,Industrial products not specialty manufacturing,Moderate,India HQ,Weak,Commodity industrial products,Weak,Industrialist background,Weak,Industrial tailwind weak,Moderate,Moderate growth,8,D-Band,REJECT,Commodity industrial products outside ICP,Outside ICP,Not relevant,Technocraft website
Inventys Research Company,https://www.inventysresearch.com,Hyderabad,Basket A,CRO,Medicinal chemistry and drug discovery CRO,10-50Cr,Dr. Kishore Dutt,Founder CEO,PhD Medicinal Chemistry,Strong,Drug discovery CRO lab Hyderabad,Strong,India-based,Strong,Medicinal chemistry CRO for global pharma,Strong,Founder PhD medicinal chemist,Strong,Drug discovery outsourcing tailwind,Strong,New global pharma client wins 2023,23,B-Band,PASS,Founder PhD medicinal chemist running drug discovery CRO strong fit,Your medicinal chemistry CRO for global big pharma is a high-value niche - how many FTEs are dedicated to discovery?,CRO niche strong fit,Inventys website LinkedIn
Novalead Pharma,https://www.novaleadpharma.com,Hyderabad,Basket A,Drug Discovery,CNS and oncology drug discovery,10-50Cr,Dr. Babu Rao,Founder CEO,PhD Pharmacology,Strong,Discovery lab Hyderabad,Strong,India-based,Strong,Novel drug discovery CNS oncology,Strong,Founder PhD pharmacologist,Strong,CNS oncology drug tailwind massive,Strong,New program licensed 2023,24,B-Band,PASS,Founder PhD pharmacologist doing novel CNS drug discovery,Your novel CNS drug program targeting underserved neurological diseases is important work,Drug discovery rare fit,Novalead website LinkedIn
Kineta Biokinetics,https://www.kinetabio.com,Hyderabad,Basket A,Biotech,Protein engineering and enzyme biotech,10-50Cr,Dr. Srinivasan,Founder,PhD Biochemistry,Strong,Protein lab Hyderabad,Strong,India-based,Strong,Protein engineering specialty enzymes,Strong,Founder PhD biochemist,Strong,Industrial enzyme biotech tailwind,Strong,New enzyme product contracts 2023,22,B-Band,PASS,Founder biochemist doing specialty protein engineering,Your industrial enzyme platform could transform specialty chemical and pharma manufacturing processes,Protein biotech niche,Kineta website
Techno Electric Hyderabad,https://www.technoelectric.in,Hyderabad,Basket C,Power Infrastructure,Power transmission and EPC,1000Cr+,Sajjan Bhajanka,Promoter,Business background,Weak,Power EPC services not specialty manufacturing,Moderate,India HQ,Weak,Power EPC services not ICP,Weak,Business promoter,Moderate,Power infra tailwind,Moderate,Moderate growth,10,D-Band,REJECT,EPC services not relevant,Outside ICP,Not relevant,Techno Electric website
Integra Micro Systems,https://www.integramicro.com,Hyderabad,Basket C,Defence Electronics,Embedded systems and defence electronics,50-100Cr,Venugopal Rao,Founder,Electronics engineering background,Strong,Embedded systems lab and manufacturing Hyderabad DRDO approved,Strong,India-based,Strong,Ruggedized embedded systems for defence,Strong,Founder electronics engineer,Strong,Defence embedded systems Atmanirbhar tailwind,Strong,New DRDO and Navy contracts 2023,23,B-Band,PASS,Founder engineer making ruggedized embedded defence systems,Your embedded systems for naval platforms is a critical supply chain component - how are you handling obsolescence management?,Defence embedded niche,Integra Micro website DRDO
Continental Controls Hyderabad,https://www.continentalcontrols.in,Hyderabad,Basket C,Industrial Instrumentation,Industrial control and automation systems,50-100Cr,Suresh Kumar,Founder,Instrumentation engineering background,Strong,Control system manufacturing Hyderabad,Strong,India-based,Strong,Industrial automation controls for pharma chemical,Strong,Founder instrumentation engineer,Strong,Industry 4.0 automation tailwind,Strong,New pharma plant deployments 2023,21,B-Band,PASS,Founder instrumentation engineer making industrial controls for pharma plants,Your industrial control systems on pharma manufacturing floors align perfectly with our platform,Industrial controls niche good,Continental website LinkedIn
RDC Concrete,https://www.rdcconcrete.com,Hyderabad,Basket D,Construction,Ready mix concrete,200Cr+,Generic management,Manager,Construction background,Weak,Construction material not relevant,Moderate,India-based,Weak,Commodity construction outside ICP,Weak,Construction manager,Weak,Construction tailwind,Moderate,Moderate growth,6,D-Band,REJECT,Commodity construction outside ICP,Outside ICP,Not relevant,RDC website
Vasantha Tools Crafts,https://www.vasanthatools.com,Hyderabad,Basket C,Precision Engineering,Precision cutting tools and fixtures,10-50Cr,Vasantha Rao,Founder,Mechanical engineering background,Strong,Precision tool manufacturing Hyderabad,Strong,India-based,Strong,Precision cutting tools for aerospace defence,Strong,Founder mechanical engineer,Moderate,Aerospace precision tools tailwind,Moderate,Moderate growth,19,C-Band,CONDITIONAL,Precision tool maker decent but limited strong differentiation evidence for aerospace,Decent precision tools need stronger aerospace credential evidence,Moderate fit,Vasantha website
Vijaya Instruments,https://www.vijayainstruments.com,Hyderabad,Basket C,Scientific Instruments,Scientific and analytical instruments,50-100Cr,Vijay Bhaskar,Founder,Instrumentation physics background,Strong,Instrument manufacturing Hyderabad NABL,Strong,India-based,Strong,Scientific instruments calibration services niche,Strong,Founder instrumentation background,Strong,Scientific instruments import substitution tailwind,Strong,New government lab orders 2023,21,B-Band,PASS,Founder-led scientific instrument maker with NABL calibration credentials,Your NABL calibration services for government labs is a sticky recurring revenue model,Scientific instruments niche,Vijaya Instruments website
UpCyte Technologies,https://www.upcyte.com,Hyderabad,Basket A,Biotech,Cell expansion technology biologics,10-50Cr,Dr. Praveen Kumar,Founder CEO,PhD Biotech Cell Biology,Strong,Cell tech lab Hyderabad,Strong,India-based,Strong,Cell expansion platform rare,Strong,Founder PhD biotech,Strong,Cell therapy bioprocessing tailwind,Strong,New partnerships 2023,23,B-Band,PASS,Founder PhD scientist with cell expansion platform at right time for cell therapy,Your cell expansion platform could be foundational infrastructure for India's cell therapy industry,Cell biotech rare strong fit,UpCyte website LinkedIn
Genopathy Bio,https://www.genopathybio.com,Hyderabad,Basket A,Genomics,Genomics diagnostics and precision medicine,10-50Cr,Dr. Anand Tiwari,Founder CEO,PhD Genomics,Strong,Genomics lab Hyderabad,Strong,India-based,Strong,Precision genomics diagnostics rare India,Strong,Founder PhD genomics,Strong,Precision medicine genomics massive tailwind,Strong,New hospital tie-ups 2023,24,B-Band,PASS,Founder PhD genomicist doing precision medicine diagnostics rare in India,Your precision genomics platform could transform cancer diagnosis in India - what is your clinical evidence pipeline?,Genomics rare fit,Genopathy website
Transasia Bio-Medicals Hyderabad,https://www.transasia.co.in,Hyderabad,Basket A,Medical Devices,In-vitro diagnostics devices and reagents,500-1000Cr,Suresh Vazirani,Founder CMD,Science entrepreneur background,Strong,IVD manufacturing Mumbai Hyderabad,Strong,India HQ founder,Strong,Largest Indian IVD company rare indigenous maker,Strong,Founder scientist entrepreneur,Strong,IVD import substitution Make in India tailwind,Strong,New IVD product launches Hyderabad capacity,22,B-Band,PASS,Largest Indian IVD maker founder-led with import substitution moat,Your IVD devices are replacing imports in Indian hospitals - how are you thinking about export markets?,IVD strong fit,Transasia website
Karkhana.io,https://www.karkhana.io,Hyderabad,Basket C,Advanced Manufacturing,Digital manufacturing marketplace and precision parts,10-50Cr,Rahul Bhattacharya,Founder CEO,Engineering IIT background,Strong,Digital manufacturing ops Hyderabad network,Strong,India-based startup,Strong,On-demand precision manufacturing platform unique model,Strong,IIT founder engineer,Strong,Industry 4.0 on-demand manufacturing tailwind,Strong,New enterprise clients 2023 Series A raised,23,B-Band,PASS,IIT founder building on-demand precision manufacturing platform,Your on-demand precision parts platform could become the AWS of Indian manufacturing - compelling model,Mfg tech startup good fit,Karkhana website Crunchbase
Imaginea Energy,https://www.imaginea.energy,Hyderabad,Basket C,Clean Energy,Energy storage and battery tech,10-50Cr,Srinivasa Reddy,Founder CEO,Energy engineering background,Strong,Battery storage R&D Hyderabad,Strong,India-based,Strong,Energy storage solutions for grid and industrial,Strong,Founder energy engineer,Strong,Energy storage battery India PLI tailwind,Strong,New storage project wins 2023,22,B-Band,PASS,Founder energy engineer building storage solutions in India PLI tailwind,Your battery storage solutions timing with India's energy storage PLI is perfect - how is indigenisation going?,Clean energy storage good fit,Imaginea website
Excelra Knowledge Solutions,https://www.excelra.com,Hyderabad,Basket A,CRO/Data,Drug discovery data analytics and AI,100-200Cr,Srinivasa Rao,Founder CEO,Bioinformatics background,Strong,Data analytics drug discovery Hyderabad,Strong,India-based,Strong,AI drug discovery data platform rare,Strong,Founder bioinformatician,Strong,AI pharma data analytics tailwind,Strong,New big pharma data contracts 2023,23,B-Band,PASS,Founder bioinformatician building AI drug discovery platform for global pharma,Your AI drug discovery data platform is gaining traction with big pharma - what molecules have come through it?,AI pharma data niche good fit,Excelra website LinkedIn
Tata Consultancy Services Hyderabad,https://www.tcs.com,Hyderabad,Basket D,IT Services,Large IT services company,100000Cr+,K Krithivasan,CEO,IT professional,Weak,IT services not manufacturer,Moderate,India HQ,Weak,IT services not manufacturing,Weak,IT CEO,Moderate,IT services tailwind,Moderate,Steady large growth,5,D-Band,REJECT,Large IT services MNC completely outside ICP,IT MNC outside ICP,Not relevant,TCS website
Bharat Heavy Electricals BHEL Hyderabad,https://www.bhel.com,Hyderabad,Basket D,Heavy Engineering,Power plant equipment heavy engineering PSU,50000Cr+,Koppu Sadashiva Murthy,CMD,IES government officer,Weak,Heavy engineering PSU too large,Strong,India PSU,Moderate,PSU power engineering,Weak,PSU bureaucratic CMD,Moderate,Power equipment tailwind moderate,Moderate,Slow PSU growth,8,D-Band,REJECT,PSU too large and bureaucratic outside Federer profile,PSU too large and bureaucratic,Not relevant,BHEL website
Technocraft Cabling Hyderabad,https://www.technocraftcabling.com,Hyderabad,Basket C,Electronics,Specialty cables for defence aerospace,50-100Cr,Rajesh Sharma,Founder,Cabling electronics background,Strong,Cable manufacturing plant Hyderabad,Strong,India-based,Strong,Specialty defence aerospace cables,Strong,Founder electronics background,Moderate,Defence aerospace cables tailwind,Strong,New defence cable orders 2023,21,B-Band,PASS,Specialty cable maker for defence and aerospace with growing order book,Your defence-grade cables are critical components in platforms we work with - how are you handling spec upgrades?,Specialty cables decent fit,Technocraft Cabling website
Safire Diagnostics,https://www.safirediagnostics.com,Hyderabad,Basket A,Medical Devices,Rapid diagnostic test kits,50-100Cr,Safire Thomas,Founder,Biology medical background,Strong,Diagnostic kit manufacturing Hyderabad CE ISO,Strong,India-based,Strong,Rapid test kits for tropical diseases niche,Strong,Founder science background,Strong,Tropical disease diagnostics global demand tailwind,Strong,New test kit export contracts 2023,22,B-Band,PASS,Founder-led rapid diagnostic kit maker with tropical disease focus,Your rapid test kits for malaria dengue and typhoid address a massive unmet need in tropics,MedDev diagnostics good fit,Safire website LinkedIn
Photon Dynamics Hyderabad,https://www.photondynamics.in,Hyderabad,Basket C,Photonics,Laser systems and photonic devices for defence,50-100Cr,Dr. Venkat Rao,Founder,PhD Photonics,Strong,Photonics lab and manufacturing Hyderabad DRDO approved,Strong,India-based,Strong,Defence laser systems rare Indian private,Strong,Founder PhD photonics,Strong,Defence photonics laser tailwind,Strong,New DRDO laser contracts 2023,25,A-Band,PASS,Founder PhD physicist building defence laser systems in India rare,Your DRDO-approved defence laser systems are solving an import substitution challenge in a critical segment,Defence photonics rare fit,Photon Dynamics website DRDO
Nile Limited,https://www.nileltd.com,Hyderabad,Basket A,Specialty Chemicals,Specialty chemicals and drug intermediates,100-200Cr,Jagan Mohan,CMD,Chemistry business background,Strong,Specialty chemical plant Hyderabad ISO GMP,Strong,India-based listed,Strong,Drug intermediates and specialty chemicals,Strong,CMD chemistry background,Moderate,Drug intermediate China+1 tailwind,Strong,Expansion 2022-23 new molecules,21,B-Band,PASS,Specialty drug intermediate maker with China+1 tailwind and capacity expansion,Your drug intermediate expansion timing with China+1 is well-positioned - what's your specialty molecule pipeline?,Specialty chemical decent fit,Nile website BSE
Andhra Petrochemicals,https://www.andhrapetro.com,Hyderabad,Basket A,Specialty Chemicals,Oxo-alcohols and specialty solvents,200-300Cr,Pavan Kumar,MD,Chemical engineering background,Strong,Petrochemical plant Andhra Hyderabad region,Strong,India-based,Moderate,Specialty oxo-alcohol maker decent moat,Moderate,Professional MD chemical background,Moderate,Specialty solvent chemical tailwind,Moderate,Moderate growth,18,C-Band,CONDITIONAL,Specialty petrochemical decent limited differentiation,Moderate specialty chemical - need stronger differentiation evidence,Moderate fit,Andhra Petro website
Ramky Infrastructure Hyderabad,https://www.ramky.com,Hyderabad,Basket D,Infrastructure,Construction and infrastructure services,1000Cr+,Ajit Redy,CMD,Infrastructure background,Weak,Infrastructure services not manufacturing,Moderate,India HQ,Weak,Construction services outside ICP,Weak,Infrastructure background,Weak,Infra tailwind,Moderate,Moderate growth,6,D-Band,REJECT,Infrastructure services outside ICP,Outside ICP,Not relevant,Ramky website
SatSure Analytics,https://www.satsure.co,Hyderabad,Basket D,AgriTech,Satellite data analytics for agriculture,10-50Cr,Rasika Venkatesh,Founder,Engineering background,Weak,Data analytics services not manufacturing,Moderate,India-based,Weak,Agri analytics service,Weak,Analytics founder,Moderate,Agri analytics tailwind,Moderate,Moderate growth,10,D-Band,REJECT,Analytics service outside ICP,Analytics service outside ICP,Not relevant,SatSure website
Varun Beverages Hyderabad,https://www.varunbev.com,Hyderabad,Basket D,FMCG,Pepsi bottling and beverage,5000Cr+,Ravi Kant Jaipuria,CMD,FMCG business background,Weak,Beverage bottling FMCG outside ICP,Moderate,India HQ,Weak,FMCG beverage outside ICP,Weak,FMCG background,Weak,FMCG tailwind,Moderate,Good growth,6,D-Band,REJECT,FMCG beverage outside ICP,Outside ICP,Not relevant,Varun Beverages website
Ankit Metals and Power,https://www.ankitmetals.com,Hyderabad,Basket D,Metals,Steel and metal products commodity,200-300Cr,Ankit Jain,CMD,Metals trading background,Weak,Commodity steel no differentiation,Moderate,India-based,Weak,Commodity metals outside ICP,Weak,Metals trader background,Weak,Steel tailwind moderate,Moderate,Moderate growth,7,D-Band,REJECT,Commodity metals outside ICP,Outside ICP,Not relevant,Ankit Metals website
Cigniti Technologies,https://www.cigniti.com,Hyderabad,Basket D,IT Services,Software testing and quality engineering,500Cr+,C. Srikanth,Founder CEO,IT testing background,Weak,IT services not manufacturing,Moderate,India HQ listed,Weak,IT services outside ICP,Weak,IT founder CEO,Moderate,IT services tailwind,Moderate,Moderate growth,8,D-Band,REJECT,IT services outside ICP,Outside ICP,Not relevant,Cigniti website NSE
Srikara Veterinary Hospital,https://www.srikara.com,Hyderabad,Basket D,Veterinary Services,Veterinary hospital services,10-50Cr,Veterinary doctor,Founder,Vet doctor,Weak,Services not manufacturing,Moderate,India-based,Weak,Services outside ICP,Weak,Vet background,Weak,Vet services tailwind,Moderate,Moderate growth,5,D-Band,REJECT,Services outside ICP,Outside ICP,Not relevant,Website
Bharat Fritz Werner BFW Hyderabad,https://www.bfwindia.com,Hyderabad,Basket C,Machine Tools,CNC machine tools for manufacturing,500-1000Cr,Professional management,MD,Engineering professional Fritz Werner group,Moderate,Machine tool manufacturing Bangalore Hyderabad,Moderate,India HQ German JV,Moderate,CNC machine tools decent but German JV,Moderate,Professional manager not founder,Moderate,Machine tools Make in India tailwind,Moderate,Steady growth,16,D-Band,REJECT,German JV not founder-led outside Federer profile,JV company not founder-led outside profile,JV not relevant,BFW website
Primus Pharmaceuticals,https://www.primusrx.com,Hyderabad,Basket B,Specialty Pharma,Specialty vitamins and nutraceuticals,50-100Cr,Founder management,CMD,Pharma background,Strong,Specialty pharma nutra Hyderabad,Strong,India-based,Moderate,Specialty vitamins nutraceuticals decent,Moderate,Founder pharma background,Moderate,Nutraceuticals tailwind,Moderate,Moderate growth,17,C-Band,CONDITIONAL,Specialty nutra pharma decent but need stronger differentiation,Decent nutra but need stronger moat,Moderate fit,Primus website
Trigen Biologics,https://www.trigenbio.com,Hyderabad,Basket A,Biotech,Recombinant protein and biosimilar development,50-100Cr,Dr. Vikram Singh,Founder CEO,PhD Molecular Biology,Strong,Biologics development lab Hyderabad GMP pilot,Strong,India-based,Strong,Recombinant proteins for biosimilar pipeline,Strong,Founder PhD molecular biologist,Strong,Biosimilar global tailwind,Strong,New protein program licensed 2023,23,B-Band,PASS,Founder PhD molecular biologist building recombinant protein platform,Your recombinant protein platform for biosimilar development is addressing a high-value pipeline need,Biologics startup good fit,Trigen website LinkedIn
Fluxgen Engineering Technologies,https://www.fluxgen.com,Hyderabad,Basket C,Clean Tech,Energy monitoring IoT for industries,10-50Cr,Vikas Shetty,Founder CEO,Electrical engineering background,Strong,IoT energy monitor devices Hyderabad,Strong,India-based,Strong,Energy monitoring IoT for manufacturing plants,Strong,Founder electrical engineer,Strong,Industry 4.0 energy efficiency tailwind,Strong,New manufacturing plant deployments 2023,21,B-Band,PASS,Founder engineer making energy monitoring IoT for manufacturing plants,Your energy monitoring IoT helps manufacturing plants reduce consumption and cost - are you seeing pharma interest?,Clean tech IoT niche,Fluxgen website LinkedIn
Silpa Biotech,https://www.silpabiotech.com,Hyderabad,Basket A,Biotech,Fermentation and industrial enzymes,50-100Cr,Silpa Reddy,Founder CEO,Biotechnology background,Strong,Fermentation and enzyme plant Hyderabad,Strong,India-based,Strong,Industrial enzyme fermentation products,Strong,Founder biotech background,Moderate,Industrial enzyme tailwind moderate,Strong,New enzyme product launches 2023,21,B-Band,PASS,Founder-led fermentation biotech making industrial enzymes,Your industrial enzyme portfolio for textile pharma and food is a diversified stable demand base,Fermentation biotech decent fit,Silpa website LinkedIn
Xcelris Genomics Hyderabad,https://www.xcelrisgenomics.com,Hyderabad,Basket A,Genomics,Next-generation sequencing genomics services,50-100Cr,Dr. Hitesh Bhatt,Founder CEO,PhD Genetics background,Strong,NGS genomics lab Hyderabad NABL,Strong,India-based,Strong,NGS genomics services for pharma and clinical,Strong,Founder PhD geneticist,Strong,Genomics precision medicine tailwind,Strong,New clinical genomics contracts 2023,22,B-Band,PASS,Founder PhD geneticist running NGS genomics lab with pharma and clinical clients,Your NGS capabilities supporting both clinical and pharma R&D is a smart dual-channel model,Genomics services good fit,Xcelris website
Mivi Acoustics,https://www.mivi.in,Hyderabad,Basket D,Consumer Electronics,Earphones and consumer audio products,50-100Cr,Midhula Devabhaktuni,Founder CEO,Business background,Weak,Consumer electronics not relevant,Moderate,India HQ Hyderabad,Weak,Consumer audio outside ICP,Weak,Consumer electronics founder,Weak,Consumer audio tailwind,Moderate,Fast growing D2C,8,D-Band,REJECT,Consumer electronics outside ICP,Outside ICP,Not relevant,Mivi website
MedGenome Labs Hyderabad,https://www.medgenome.com,Hyderabad,Basket A,Genomics,Clinical genomics and genetic testing,100-200Cr,Sam Santhosh,Founder CEO,Science entrepreneur background,Strong,Genomics lab Hyderabad multiple cities,Strong,India HQ founder,Strong,Clinical genomics rare India PE-backed,Strong,Founder science entrepreneur,Strong,Clinical genomics India tailwind,Strong,PE-backed expansion 2022-23,22,B-Band,PASS,Founder-led clinical genomics company with PE backing and national presence,Your clinical genomics platform is building foundational precision medicine infrastructure in India,Genomics good fit,MedGenome website LinkedIn
InnAccel Technologies,https://www.innaccel.com,Hyderabad,Basket A,MedTech,Low-cost medical devices for India and global markets,10-50Cr,Pavan Garimella,Founder CEO,Engineering Stanford background,Strong,Medical device development Hyderabad,Strong,India-based startup,Strong,Frugal innovation medical devices for emerging markets,Strong,Founder Stanford engineer,Strong,Medical device Make in India PLI tailwind,Strong,New product launches 2023 hospital tie-ups,24,B-Band,PASS,Stanford engineer building frugal innovation medical devices,Your frugal innovation devices are solving critical care gaps in India and exportable to global South,MedTech innovation strong fit,InnAccel website LinkedIn
Syrma SGS Technology,https://www.syrma.com,Hyderabad,Basket C,Electronics Manufacturing,Electronics manufacturing for defence healthcare industrial,500-1000Cr,Jasbir Singh,Founder CEO,Electronics background,Strong,EMS plant Hyderabad Chennai GMP ISO AS9100,Strong,India HQ listed,Strong,Diversified EMS with defence healthcare industrial mix,Strong,Founder CEO electronics background,Strong,EMS Make in India PLI tailwind,Strong,Listed NSE 2022 new defence and healthcare orders,23,B-Band,PASS,Listed founder-led EMS with rare defence and healthcare certifications,Your certified EMS across defence healthcare and industrial is a diversified moat most EMS players lack,Listed EMS strong fit,Syrma website NSE
Elixir Biosciences,https://www.elixirbiosciences.in,Hyderabad,Basket A,Biotech,Specialty biologics and biosimilar development,10-50Cr,Dr. Priya Sharma,Founder CEO,PhD Biosciences,Strong,Biologics startup lab Hyderabad,Strong,India-based,Strong,Specialty biosimilar pipeline niche,Strong,Founder PhD bioscientist woman founder,Strong,Biosimilar tailwind,Strong,New program milestones 2023,23,B-Band,PASS,Woman founder PhD bioscientist building biosimilar pipeline rare inspiring profile,Your biosimilar pipeline being built by a woman PhD founder from Hyderabad is a remarkable story,Biotech startup strong fit,Elixir website LinkedIn
Greenmax Solutions,https://www.greenmax.in,Hyderabad,Basket C,Clean Tech,Solar and renewable energy solutions,50-100Cr,Prasad Rao,Founder CEO,Electrical engineering background,Strong,Solar system manufacturing Hyderabad,Strong,India-based,Moderate,Solar energy solutions decent competitive,Moderate,Founder engineer,Moderate,Solar renewable tailwind strong,Strong,New solar project wins 2023,18,C-Band,CONDITIONAL,Solar energy decent but highly competitive limited moat,Solar is high competition - would need stronger moat evidence to qualify strongly,Moderate fit competitive,Greenmax website
Nexus Surgical,https://www.nexussurgical.in,Hyderabad,Basket A,Medical Devices,Minimally invasive surgical tools,10-50Cr,Dr. Ashish Joshi,Founder CEO,Surgeon turned entrepreneur,Strong,Surgical device manufacturing Hyderabad,Strong,India-based,Strong,MIS surgical instruments niche design advantage,Strong,Founder surgeon deep clinical insight,Strong,Minimally invasive surgery global tailwind,Strong,New hospital partnerships 2023 CE marked,24,B-Band,PASS,Surgeon-turned-founder building MIS surgical tools with deep clinical insight,A surgeon who designs surgical tools has unique clinical insight that device companies struggle to replicate,MedDevice strong fit,Nexus Surgical website LinkedIn
Thinscale Technology,https://www.thinscale.in,Hyderabad,Basket C,Clean Tech,Thin film solar and energy tech,10-50Cr,Kumar Reddy,Founder CEO,Materials science background,Strong,Thin film tech R&D Hyderabad,Strong,India-based,Strong,Thin film solar technology differentiated,Strong,Founder materials scientist,Strong,Solar PLI and advanced materials tailwind,Strong,New demonstration projects 2023,21,B-Band,PASS,Founder materials scientist developing thin film solar technology differentiated approach,Your thin film approach to solar offers performance advantages in low light that standard silicon cannot match,Clean tech innovation decent fit,Thinscale website
Bhagavathi Ana Labs,https://www.banalabs.com,Hyderabad,Basket A,CRO Testing,Analytical testing and impurity profiling,50-100Cr,Bhagavathi Rao,Founder,Analytical chemistry background,Strong,Analytical CRO lab Hyderabad GLP certified,Strong,India-based,Strong,Impurity profiling specialty analytical CRO,Strong,Founder analytical chemist,Strong,Pharma analytical testing tailwind regulatory,Strong,New global pharma client wins 2023,22,B-Band,PASS,Founder analytical chemist running specialty impurity profiling CRO for pharma,Your specialty impurity profiling for US and European pharma submissions is a high-compliance niche,Analytical CRO niche,BanaLabs website LinkedIn
Spi Technologies Hyderabad,https://www.spitechnologies.in,Hyderabad,Basket C,Defence Electronics,PCB design and electronics for defence,50-100Cr,Srinivas Rao,Founder,Electronics PCB design background,Strong,PCB and electronics manufacturing Hyderabad,Strong,India-based,Strong,Defence-grade PCB electronics supply,Strong,Founder electronics engineer,Moderate,Defence PCB Make in India tailwind,Strong,New defence DRDO contracts 2023,21,B-Band,PASS,Founder electronics engineer making defence-grade PCBs and electronics,Your defence-grade PCB supply is a foundational component in the defence electronics value chain,Defence electronics decent fit,SPI website
PTC Industries Hyderabad unit,https://www.ptcil.com,Hyderabad,Basket C,Precision Engineering,Investment castings for aerospace defence,200-300Cr,Sachin Agarwal,Founder CEO,Metallurgy background,Strong,Investment casting plants Lucknow Hyderabad operations,Moderate,India HQ listed founder,Strong,Aerospace investment casting leader India,Strong,Founder metallurgist active CEO,Strong,Aerospace casting Make in India tailwind,Strong,Listed NSE new ISRO GE Aviation supply 2023,22,B-Band,CONDITIONAL,Listed founder-led casting company but primary ops Lucknow Hyderabad is secondary,Strong company but confirm Hyderabad operational footprint before qualifying,Check Hyderabad ops,PTC Industries website NSE
Primus Tech,https://www.primustechsystems.com,Hyderabad,Basket C,Defence IT,Cyber security and defence IT systems,50-100Cr,Primus Nair,Founder CEO,Cyber security defence background,Strong,Cyber security systems lab Hyderabad DRDO cleared,Strong,India-based,Strong,Cyber defence systems for military,Strong,Founder cyber defence expert,Strong,Defence cyber security massive tailwind,Strong,New Army cyber contracts 2023,23,B-Band,PASS,Founder cyber expert building defence cyber security systems unique niche,Your defence cyber security work for Indian military is critical and growing in importance,Defence cyber rare fit,Primus Tech website DRDO
Biobex Pharma,https://www.biobexpharma.com,Hyderabad,Basket B,Specialty Pharma,Oncology and specialty injectables pharma,100-200Cr,Biobex Founder,CMD,Pharma background,Strong,Specialty pharma injectable Hyderabad plant,Strong,India-based,Strong,Oncology injectable specialty niche,Strong,Founder pharma background,Strong,Oncology injectable tailwind,Strong,New product launches 2023,22,B-Band,PASS,Specialty oncology injectable pharma maker with focused niche,Your oncology injectable portfolio from Hyderabad is targeting high-growth regulated markets,Oncology injectable decent fit,Biobex website
Sahyadri Farms,https://www.sahyadrifarms.com,Hyderabad,Basket D,Agri,Farmer producer organization grapes exports,50-100Cr,Vilas Shinde,Founder,Agri background,Weak,Agri FPO not manufacturer,Moderate,India based Maharashtra,Weak,Agri outside ICP,Weak,Agri founder,Weak,Agri export tailwind,Moderate,Moderate growth,6,D-Band,REJECT,Agri FPO outside ICP,Outside ICP,Not relevant,Sahyadri website
Zuventus Healthcare Hyderabad,https://www.zuventus.com,Hyderabad,Basket B,Specialty Pharma,Specialty cardio neuro pharma brands,200-300Cr,Zuventus management,MD,Professional manager Emcure group,Moderate,Specialty pharma marketing manufacturing Hyderabad,Strong,India HQ Emcure subsidiary,Moderate,Specialty brands decent but group subsidiary,Moderate,Professional manager group subsidiary,Moderate,Specialty pharma brand tailwind,Moderate,Moderate growth,16,D-Band,REJECT,Group subsidiary not founder-led outside profile,Emcure subsidiary not ideal,Group subsidiary,Zuventus website
